"SiteID","Visit","Year","Detection","ObsID","SiteVisited","Region","Meereshoehe","Besonnung","Fische","Wasserspiegel","Wasserflaeche.mean","log.Area.scaled","Fluctuations","NewSite"
"P_257",3,2003,0,77,1,"Reusstal",440,"wechselnd",1,"kaum schwankend",2400,1.13018089665447,0,0
"P_258",3,2003,0,34,1,"Reusstal",430,"wechselnd",0,"stark schwankend",42.4166666666667,-1.05186210531896,1,0
"P_259",3,2003,NA,134,0,"Reusstal",450,"schattig",0,"unbekannt",3,-2.48251509083752,0,0
"P_260",3,2003,0,50,1,"Reusstal",400,NA,0,"stark schwankend",5,-2.20702127364849,1,0
"P_261",3,2003,0,63,1,"Reusstal",400,"sonnig",1,"stark schwankend",1000,0.656801920720396,1,0
"P_262",3,2003,0,37,1,"Reusstal",400,"wechselnd",1,"kaum schwankend",650,0.423872546109268,0,0
"P_263",3,2003,0,37,1,"Reusstal",390,"wechselnd",1,"kaum schwankend",1600,0.910939543809429,0,0
"P_264",3,2003,0,37,1,"Reusstal",430,"schattig",1,"kaum schwankend",700,0.463943502417018,0,0
"P_265",3,2003,0,8,1,"Reusstal",380,"wechselnd",1,"kaum schwankend",4000,1.40639285329474,0,0
"P_266",3,2003,0,79,1,"Reusstal",380,"sonnig",1,"stark schwankend",7200,1.7242193679677,1,0
"P_267",3,2003,0,37,1,"Reusstal",400,"sonnig",0,"kaum schwankend",70,-0.781037307205031,0,0
"P_268",3,2003,0,76,1,"Reusstal",380,"sonnig",1,"unbekannt",30000,2.49588699221528,0,0
"P_269",3,2003,0,8,1,"Reusstal",380,"sonnig",1,"kaum schwankend",7000,1.70898687548522,0,0
"P_270",3,2003,0,79,1,"Reusstal",380,"wechselnd",0,"kaum schwankend",50,-0.962943172630398,0,0
"P_271",3,2003,0,37,1,"Reusstal",390,"wechselnd",0,"kaum schwankend",860,0.575250076375973,0,0
"P_272",3,2003,0,63,1,"Reusstal",380,"sonnig",0,"stark schwankend",675,0.444279131015961,1,0
"P_273",3,2003,0,37,1,"Reusstal",390,"sonnig",0,"unbekannt",450,0.225040656927884,0,0
"P_274",3,2003,0,79,1,"Reusstal",390,"sonnig",1,"stark schwankend",1727.5,0.952397071484078,1,0
"P_275",3,2003,0,37,1,"Reusstal",380,"sonnig",0,"stark schwankend",860,0.575250076375973,1,0
"P_276",3,2003,0,37,1,"Reusstal",420,"schattig",0,"kaum schwankend",80,-0.708844069161042,0,0
"P_277",3,2003,0,34,1,"Reusstal",380,"wechselnd",1,"stark schwankend",900,0.599832143013659,1,0
"P_278",3,2003,0,37,1,"Reusstal",380,"wechselnd",1,"unbekannt",1250,0.777458682495097,0,0
"P_279",3,2003,0,37,1,"Reusstal",390,"wechselnd",1,"stark schwankend",700,0.463943502417018,1,0
"P_280",3,2003,0,37,1,"Reusstal",380,"wechselnd",0,"kaum schwankend",950,0.629066972828789,0,0
"P_281",3,2003,0,37,1,"Reusstal",380,"wechselnd",1,"kaum schwankend",500,0.282009833855328,0,0
"P_282",3,2003,0,37,1,"Reusstal",380,"sonnig",1,"stark schwankend",600,0.380592667627502,1,0
"P_283",3,2003,0,8,1,"Reusstal",380,"wechselnd",1,"stark schwankend",700,0.463943502417018,1,0
"P_284",3,2003,NA,134,0,"Reusstal",383,NA,0,NA,NA,0,0,0
"P_285",3,2003,0,76,1,"Reusstal",380,"sonnig",0,"stark schwankend",240,-0.114849151975372,1,0
"P_286",3,2003,0,8,1,"Reusstal",389,"sonnig",1,"stark schwankend",1600,0.910939543809429,1,0
"P_287",3,2003,0,33,1,"Reusstal",390,"sonnig",1,"stark schwankend",15200,2.12825161269622,1,0
"P_288",3,2003,NA,134,0,"Reusstal",420,"schattig",1,"kaum schwankend",90,-0.645164113550296,0,0
"P_289",3,2003,0,44,1,"Reusstal",420,"sonnig",1,"kaum schwankend",558.333333333333,0.34167593841008,0,0
"P_290",3,2003,0,44,1,"Reusstal",400,"wechselnd",0,"kaum schwankend",223.333333333333,-0.153764872450689,0,0
"P_291",3,2003,NA,134,0,"Reusstal",500,NA,0,NA,NA,0,0,0
"P_292",3,2003,NA,134,0,"Reusstal",450,NA,1,NA,NA,0,0,0
"P_293",3,2003,0,74,1,"Reusstal",440,"wechselnd",1,"stark schwankend",7000,1.70898687548522,1,0
"P_294",3,2003,0,74,1,"Reusstal",450,"wechselnd",0,"stark schwankend",510,0.292717268461226,1,0
"P_295",3,2003,0,74,1,"Reusstal",470,"wechselnd",1,"stark schwankend",1250,0.777458682495097,1,0
"P_296",3,2003,0,72,1,"Reusstal",460,"wechselnd",0,"kaum schwankend",275,-0.0412428361288049,0,0
"P_297",3,2003,NA,134,0,"Reusstal",400,NA,0,NA,NA,0,0,0
"P_298",3,2003,0,50,1,"Reusstal",400,"sonnig",1,"stark schwankend",5000,1.52705042613804,1,0
"P_299",3,2003,0,50,1,"Reusstal",400,"sonnig",1,"stark schwankend",5000,1.52705042613804,1,0
"P_300",3,2003,0,50,1,"Reusstal",400,"sonnig",0,"stark schwankend",500,0.282009833855328,1,0
"P_301",3,2003,0,3,1,"Reusstal",380,"wechselnd",0,"kaum schwankend",800,0.536145429299463,0,0
"P_302",3,2003,0,4,1,"Reusstal",380,NA,0,NA,950,0.629066972828789,0,0
"P_303",3,2003,0,38,1,"Reusstal",380,"wechselnd",1,"stark schwankend",593.333333333333,0.374551158702176,1,0
"P_304",3,2003,NA,134,0,"Reusstal",380,NA,1,NA,1000,0.656801920720396,0,0
"P_305",3,2003,0,4,1,"Reusstal",380,"wechselnd",1,"kaum schwankend",65000,2.91396496083157,0,0
"P_306",3,2003,0,38,1,"Reusstal",380,"wechselnd",1,"stark schwankend",3000,1.25083828925937,1,0
"P_307",3,2003,0,38,1,"Reusstal",380,"wechselnd",1,"kaum schwankend",700,0.463943502417018,0,0
"P_308",3,2003,0,73,1,"Reusstal",380,"wechselnd",1,"unbekannt",15,-1.6137012984339,0,0
"P_309",3,2003,0,73,1,"Reusstal",380,"wechselnd",1,"kaum schwankend",950,0.629066972828789,0,0
"P_310",3,2003,NA,134,0,"Reusstal",380,"wechselnd",1,"kaum schwankend",1000,0.656801920720396,0,0
"P_311",3,2003,NA,134,0,"Reusstal",380,"sonnig",0,"kaum schwankend",250,-0.0927768460681951,0,0
"P_312",3,2003,NA,134,0,"Reusstal",380,"sonnig",0,"stark schwankend",128.333333333333,-0.453323580971415,1,0
"P_313",3,2003,0,3,1,"Reusstal",380,"sonnig",1,"stark schwankend",10000,1.90184737938919,1,0
"P_314",3,2003,0,70,1,"Reusstal",470,"wechselnd",1,"stark schwankend",300,0.0058041854081534,1,0
"P_315",3,2003,0,70,1,"Reusstal",400,"sonnig",1,"stark schwankend",55,-0.911417025885722,1,0
"P_316",3,2003,0,70,1,"Reusstal",400,"sonnig",0,"stark schwankend",500,0.282009833855328,1,0
"P_317",3,2003,NA,134,0,"Reusstal",420,"wechselnd",1,"stark schwankend",883.333333333333,0.589725074510242,1,0
"P_318",3,2003,0,70,1,"Reusstal",400,"wechselnd",0,"stark schwankend",287.5,-0.0172078012369973,1,0
"P_319",3,2003,NA,134,0,"Reusstal",490,NA,0,"kaum schwankend",24,-1.35969675410654,0,0
"P_320",3,2003,0,70,1,"Reusstal",390,"wechselnd",1,"kaum schwankend",1100,0.708337405276186,0,0
"P_321",3,2003,NA,134,0,"Reusstal",470,NA,0,NA,NA,0,0,0
"P_322",3,2003,0,80,1,"Reusstal",360,"sonnig",1,"stark schwankend",510,0.292717268461226,1,1
"P_323",3,2003,0,31,1,"Reusstal",360,"sonnig",0,"kaum schwankend",400,0.161354694184988,0,1
"P_324",3,2003,0,42,1,"Reusstal",383,"sonnig",0,"stark schwankend",218.5,-0.165594937913541,1,1
"P_325",3,2003,0,34,1,"Reusstal",382,"wechselnd",1,"stark schwankend",2000,1.03159671111706,1,1
"P_326",3,2003,0,35,1,"Reusstal",380,"wechselnd",0,"kaum schwankend",300,0.0058041854081534,0,1
"P_327",3,2003,0,8,1,"Reusstal",380,"sonnig",0,"stark schwankend",2037.5,1.04164125643818,1,1
"P_328",3,2003,0,8,1,"Reusstal",380,"sonnig",1,"kaum schwankend",725,0.482917761373078,0,1
"P_329",3,2003,0,35,1,"Reusstal",380,"wechselnd",1,"stark schwankend",500,0.282009833855328,1,1
"P_330",3,2003,0,50,1,"Reusstal",400,"wechselnd",0,"kaum schwankend",400,0.161354694184988,0,1
"P_331",3,2003,0,8,1,"Reusstal",380,"sonnig",0,"stark schwankend",250,-0.0927768460681951,1,1
"P_332",3,2003,0,76,1,"Reusstal",390,"wechselnd",0,"stark schwankend",600,0.380592667627502,1,1
"P_333",3,2003,0,73,1,"Reusstal",380,"sonnig",0,"stark schwankend",530,0.313516297508141,1,1
"P_334",3,2003,1,70,1,"Reusstal",400,"wechselnd",1,"stark schwankend",200,-0.213429282328588,1,1
"P_335",3,2003,NA,134,0,"Suhretal",450,"wechselnd",1,"kaum schwankend",225,-0.149744821475101,0,0
"P_336",3,2003,NA,134,0,"Suhretal",500,"wechselnd",1,"kaum schwankend",400,0.161354694184988,0,0
"P_337",3,2003,NA,134,0,"Suhretal",460,"sonnig",0,"kaum schwankend",11.5,-1.75726228511285,0,0
"P_338",3,2003,NA,134,0,"Suhretal",500,"wechselnd",1,"kaum schwankend",1500,0.876042597676486,0,0
"P_339",3,2003,NA,134,0,"Suhretal",460,"sonnig",0,"kaum schwankend",125,-0.467552712595223,0,0
"P_340",3,2003,NA,134,0,"Suhretal",460,"wechselnd",1,"stark schwankend",1366.66666666667,0.825707236750066,1,0
"P_341",3,2003,NA,134,0,"Suhretal",420,"sonnig",0,"stark schwankend",318.666666666667,0.0384426005698759,1,0
"P_342",3,2003,NA,134,0,"Suhretal",420,"wechselnd",0,"kaum schwankend",300,0.0058041854081534,0,0
"P_343",3,2003,NA,134,0,"Suhretal",460,"wechselnd",1,"kaum schwankend",633.333333333333,0.409827339342088,0,0
"P_344",3,2003,NA,134,0,"Suhretal",445,"wechselnd",0,"kaum schwankend",148,-0.376232873641227,0,0
"P_345",3,2003,NA,134,0,"Suhretal",397,"wechselnd",0,"kaum schwankend",17.5,-1.53040064137866,0,0
"P_346",3,2003,NA,134,0,"Suhretal",430,"schattig",1,"kaum schwankend",432,0.202967950513935,0,0
"P_347",3,2003,NA,134,0,"Suhretal",440,"wechselnd",0,"kaum schwankend",120,-0.48962411741531,0,0
"P_348",3,2003,NA,134,0,"Suhretal",409,"sonnig",0,"stark schwankend",300,0.0058041854081534,1,0
"P_349",3,2003,NA,134,0,"Suhretal",450,"sonnig",0,"stark schwankend",523.333333333333,0.306671798280122,1,0
"P_350",3,2003,NA,134,0,"Suhretal",436,"sonnig",0,"stark schwankend",1536.66666666667,0.889101111952803,1,0
"P_351",3,2003,NA,134,0,"Suhretal",435,"sonnig",0,"stark schwankend",125,-0.467552712595223,1,0
"P_352",3,2003,NA,134,0,"Suhretal",450,"wechselnd",1,"kaum schwankend",150,-0.368975285512288,0,0
"P_353",3,2003,NA,134,0,"Suhretal",550,"wechselnd",0,"kaum schwankend",80,-0.708844069161042,0,0
"P_354",3,2003,NA,134,0,"Suhretal",570,"sonnig",0,"kaum schwankend",532.5,0.316060811887719,0,0
"P_355",3,2003,NA,134,0,"Suhretal",460,"wechselnd",1,"kaum schwankend",70,-0.781037307205031,0,0
"P_356",3,2003,0,7,1,"Suhretal",470,"wechselnd",0,"kaum schwankend",165,-0.317442586272134,0,0
"P_357",3,2003,1,7,1,"Suhretal",470,"sonnig",0,"kaum schwankend",300,0.0058041854081534,0,0
"P_358",3,2003,1,7,1,"Suhretal",475,"sonnig",0,"stark schwankend",15,-1.6137012984339,1,0
"P_359",3,2003,NA,134,0,"Suhretal",475,"sonnig",0,"kaum schwankend",1600,0.910939543809429,0,0
"P_360",3,2003,NA,134,0,"Suhretal",540,"wechselnd",0,"kaum schwankend",575,0.357580289177378,0,0
"P_361",3,2003,NA,134,0,"Suhretal",450,"sonnig",0,"stark schwankend",185.25,-0.254852169059153,1,0
"P_362",3,2003,NA,134,0,"Suhretal",485,"wechselnd",1,"kaum schwankend",1549.5,0.893598092411521,0,0
"P_363",3,2003,0,54,1,"Suhretal",490,"wechselnd",1,"kaum schwankend",330,0.0573385230327785,0,0
"P_364",3,2003,0,54,1,"Suhretal",460,"wechselnd",0,"kaum schwankend",1010.66666666667,0.662538983637482,0,0
"P_365",3,2003,NA,134,0,"Suhretal",485,"wechselnd",0,"kaum schwankend",286.5,-0.0190917740354999,0,0
"P_366",3,2003,NA,134,0,"Suhretal",450,"wechselnd",0,"stark schwankend",40,-1.08357398598975,1,0
"P_367",3,2003,0,7,1,"Suhretal",635,"wechselnd",0,"stark schwankend",80,-0.708844069161042,1,0
"P_368",3,2003,NA,134,0,"Suhretal",650,"schattig",0,"stark schwankend",150,-0.368975285512288,1,0
"P_369",3,2003,0,7,1,"Suhretal",574,"wechselnd",1,"kaum schwankend",6500,1.66891538440967,0,0
"P_370",3,2003,NA,134,0,"Suhretal",485,"wechselnd",0,"stark schwankend",25,-1.33763255533506,1,0
"P_371",3,2003,NA,134,0,"Suhretal",545,"wechselnd",1,"kaum schwankend",1800,0.974626633015923,0,0
"P_372",3,2003,NA,134,0,"Suhretal",590,"schattig",1,"kaum schwankend",96,-0.610270696704785,0,0
"P_373",3,2003,NA,134,0,"Suhretal",470,"sonnig",0,"kaum schwankend",800,0.536145429299463,0,0
"P_374",3,2003,NA,134,0,"Suhretal",470,"wechselnd",0,"stark schwankend",140,-0.406278431847511,1,0
"P_375",3,2003,NA,134,0,"Suhretal",480,"schattig",0,NA,500,0.282009833855328,0,0
"P_376",3,2003,NA,134,0,"Suhretal",480,"wechselnd",0,"stark schwankend",250,-0.0927768460681951,1,0
"P_377",3,2003,NA,134,0,"Suhretal",407,"sonnig",0,"kaum schwankend",256,-0.0799533886087368,0,1
"P_378",3,2003,NA,134,0,"Suhretal",408,"sonnig",0,"kaum schwankend",400,0.161354694184988,0,1
"P_379",3,2003,NA,134,0,"Suhretal",405,"sonnig",1,"stark schwankend",300,0.0058041854081534,1,1
"P_001",1,2004,1,55,1,"Rheintal",308,"sonnig",0,"stark schwankend",1540,0.890272759152172,1,0
"P_002",1,2004,0,55,1,"Rheintal",360,"wechselnd",0,"kaum schwankend",140,-0.406278431847511,0,0
"P_003",1,2004,NA,134,0,"Rheintal",320,"sonnig",0,"stark schwankend",45,-1.01990153769893,1,0
"P_004",1,2004,NA,134,0,"Rheintal",320,"sonnig",0,"stark schwankend",500.333333333333,0.282370185535001,1,0
"P_005",1,2004,0,41,1,"Rheintal",390,"wechselnd",1,"stark schwankend",1775,0.967064055741605,1,0
"P_006",1,2004,1,41,1,"Rheintal",350,"wechselnd",1,"kaum schwankend",6250,1.64770805305298,0,0
"P_007",1,2004,NA,134,0,"Rheintal",385,"wechselnd",1,"stark schwankend",466.666666666667,0.244704885286926,1,0
"P_008",1,2004,NA,134,0,"Rheintal",367,"wechselnd",0,"kaum schwankend",154,-0.354745966653772,0,0
"P_009",1,2004,NA,134,0,"Rheintal",410,"wechselnd",0,"stark schwankend",85,-0.676067190833934,1,0
"P_010",1,2004,0,55,1,"Rheintal",430,"wechselnd",0,"kaum schwankend",40,-1.08357398598975,0,0
"P_011",1,2004,0,55,1,"Rheintal",410,"wechselnd",0,"kaum schwankend",17.5,-1.53040064137866,0,0
"P_012",1,2004,0,47,1,"Rheintal",390,"wechselnd",0,"kaum schwankend",67.5,-0.800699104168207,0,0
"P_013",1,2004,NA,134,0,"Rheintal",425,"wechselnd",0,"stark schwankend",265,-0.0612709945138306,1,0
"P_014",1,2004,1,55,1,"Rheintal",300,"wechselnd",1,"stark schwankend",251.666666666667,-0.0891841622209237,1,0
"P_015",1,2004,0,47,1,"Rheintal",470,"wechselnd",1,"stark schwankend",500,0.282009833855328,1,0
"P_016",1,2004,0,47,1,"Rheintal",400,"wechselnd",0,"kaum schwankend",180,-0.270396656994249,0,0
"P_017",1,2004,0,47,1,"Rheintal",430,"wechselnd",0,"stark schwankend",150,-0.368975285512288,1,0
"P_018",1,2004,NA,134,0,"Rheintal",400,"schattig",0,"stark schwankend",6,-2.10861654717698,1,0
"P_019",1,2004,NA,134,0,"Rheintal",410,"schattig",0,"stark schwankend",4.5,-2.26387174561918,1,0
"P_020",1,2004,NA,134,0,"Rheintal",435,"schattig",0,"stark schwankend",200,-0.213429282328588,1,0
"P_021",1,2004,1,55,1,"Rheintal",430,"wechselnd",1,"kaum schwankend",111.666666666667,-0.528538156770039,0,0
"P_022",1,2004,NA,134,0,"Rheintal",460,"wechselnd",0,"kaum schwankend",375,0.126458423928328,0,0
"P_023",1,2004,NA,134,0,"Rheintal",420,"wechselnd",0,"kaum schwankend",300,0.0058041854081534,0,0
"P_024",1,2004,NA,134,0,"Rheintal",325,"sonnig",1,"kaum schwankend",990,0.65136757295252,0,0
"P_025",1,2004,NA,134,0,"Rheintal",300,"wechselnd",0,"stark schwankend",26.6666666666667,-1.30274889663017,1,0
"P_026",1,2004,NA,134,0,"Rheintal",300,"sonnig",0,"stark schwankend",17,-1.54606565598699,1,0
"P_027",1,2004,NA,134,0,"Rheintal",370,"wechselnd",0,"stark schwankend",138.333333333333,-0.412753714436089,1,0
"P_028",1,2004,NA,134,0,"Rheintal",300,"sonnig",0,"stark schwankend",0.5,-3.44244430908328,1,0
"P_029",1,2004,1,52,1,"Rheintal",300,"sonnig",0,"stark schwankend",16.3333333333333,-1.56768430529795,1,0
"P_030",1,2004,0,82,1,"Rheintal",295,"sonnig",0,"stark schwankend",50,-0.962943172630398,1,0
"P_031",1,2004,0,84,1,"Rheintal",300,"schattig",0,"stark schwankend",15,-1.6137012984339,1,0
"P_032",1,2004,0,82,1,"Rheintal",290,"sonnig",0,"stark schwankend",1021.66666666667,0.668392258585904,1,0
"P_033",1,2004,0,82,1,"Rheintal",300,"sonnig",1,"kaum schwankend",120,-0.48962411741531,0,0
"P_034",1,2004,0,84,1,"Rheintal",305,"wechselnd",0,"kaum schwankend",46.6666666666667,-1.00024117068773,0,0
"P_035",1,2004,0,82,1,"Rheintal",269,"sonnig",1,"kaum schwankend",200,-0.213429282328588,0,0
"P_036",1,2004,NA,134,0,"Rheintal",360,"sonnig",0,"kaum schwankend",60,-0.86437655714206,0,0
"P_037",1,2004,NA,134,0,"Rheintal",435,"wechselnd",0,"kaum schwankend",70.3333333333333,-0.778468934514594,0,0
"P_038",1,2004,NA,134,0,"Rheintal",390,"wechselnd",0,"stark schwankend",765,0.511956213747244,1,0
"P_039",1,2004,0,10,1,"Rheintal",335,"wechselnd",1,"kaum schwankend",11000,1.95338330634637,0,0
"P_040",1,2004,1,10,1,"Rheintal",300,"sonnig",0,"kaum schwankend",160,-0.334080366929626,0,0
"P_041",1,2004,0,24,1,"Rheintal",280,"schattig",1,"stark schwankend",4350,1.45174901354174,1,0
"P_042",1,2004,0,24,1,"Rheintal",280,"sonnig",0,"kaum schwankend",10,-1.83276368834748,0,0
"P_043",1,2004,1,10,1,"Rheintal",300,"wechselnd",1,"stark schwankend",213,-0.179379294276945,1,0
"P_044",1,2004,0,24,1,"Rheintal",330,"sonnig",0,"kaum schwankend",40,-1.08357398598975,0,0
"P_045",1,2004,NA,134,0,"Rheintal",370,"wechselnd",0,"kaum schwankend",28,-1.27637680508819,0,0
"P_046",1,2004,NA,134,0,"Rheintal",400,"sonnig",0,"kaum schwankend",335,0.0654695367612956,0,0
"P_047",1,2004,0,17,1,"Rheintal",410,"wechselnd",1,"stark schwankend",18,-1.51517670543861,1,0
"P_048",1,2004,0,17,1,"Rheintal",360,"sonnig",0,"kaum schwankend",40,-1.08357398598975,0,0
"P_049",1,2004,0,17,1,"Rheintal",380,"wechselnd",0,"stark schwankend",50,-0.962943172630398,1,0
"P_050",1,2004,0,17,1,"Rheintal",360,"schattig",0,"kaum schwankend",84,-0.68246554363492,0,0
"P_051",1,2004,1,17,1,"Rheintal",360,"sonnig",0,"unbekannt",2,-2.70086011189966,0,0
"P_052",1,2004,0,17,1,"Rheintal",330,"schattig",1,"kaum schwankend",20,-1.45823635100975,0,0
"P_053",1,2004,0,17,1,"Rheintal",440,"wechselnd",1,"unbekannt",565,0.348093923063029,0,0
"P_054",1,2004,0,51,1,"Rheintal",305,"wechselnd",1,"kaum schwankend",3850,1.38572598963711,0,0
"P_055",1,2004,0,84,1,"Rheintal",300,"wechselnd",1,"stark schwankend",1100,0.708337405276186,1,0
"P_056",1,2004,0,51,1,"Rheintal",305,"wechselnd",0,"kaum schwankend",350,0.0891537328324744,0,0
"P_057",1,2004,NA,134,0,"Rheintal",280,"wechselnd",1,"kaum schwankend",1350,0.819072619707166,0,0
"P_058",1,2004,0,85,1,"Rheintal",290,"wechselnd",0,"stark schwankend",42.5,-1.05080108208717,1,0
"P_059",1,2004,0,85,1,"Rheintal",290,"wechselnd",1,"stark schwankend",25,-1.33763255533506,1,0
"P_060",1,2004,1,84,1,"Rheintal",290,"sonnig",0,"stark schwankend",235,-0.126232640179397,1,0
"P_061",1,2004,1,10,1,"Rheintal",300,"wechselnd",0,"stark schwankend",233.75,-0.129116355900783,1,0
"P_062",1,2004,0,84,1,"Rheintal",280,"sonnig",0,"stark schwankend",1370,0.827024446985519,1,0
"P_063",1,2004,0,85,1,"Rheintal",300,"sonnig",0,"stark schwankend",2135,1.0669159829844,1,0
"P_064",1,2004,0,85,1,"Rheintal",300,"sonnig",0,"kaum schwankend",45,-1.01990153769893,0,0
"P_065",1,2004,NA,134,0,"Rheintal",302,"sonnig",0,"stark schwankend",100,-0.58819974240065,1,0
"P_066",1,2004,NA,134,0,"Rheintal",295,"wechselnd",0,"stark schwankend",65.5,-0.816960094593033,1,0
"P_067",1,2004,NA,134,0,"Rheintal",295,"sonnig",0,"stark schwankend",415,0.18126020140232,1,0
"P_068",1,2004,NA,134,0,"Rheintal",460,"wechselnd",0,"stark schwankend",15,-1.6137012984339,1,0
"P_069",1,2004,NA,134,0,"Rheintal",500,"wechselnd",0,"stark schwankend",150,-0.368975285512288,1,0
"P_070",1,2004,NA,134,0,"Rheintal",300,"wechselnd",1,"kaum schwankend",223.333333333333,-0.153764872450689,0,0
"P_071",1,2004,NA,134,0,"Rheintal",300,"sonnig",0,"kaum schwankend",160,-0.334080366929626,0,0
"P_072",1,2004,NA,134,0,"Rheintal",300,"wechselnd",1,"kaum schwankend",65,-0.821102916620091,0,0
"P_073",1,2004,0,24,1,"Rheintal",280,NA,0,NA,NA,0,0,0
"P_074",1,2004,0,24,1,"Rheintal",320,NA,0,NA,NA,0,0,0
"P_075",1,2004,0,24,1,"Rheintal",300,"wechselnd",0,"kaum schwankend",570,0.352857909456487,0,0
"P_076",1,2004,0,83,1,"Rheintal",340,"sonnig",1,"stark schwankend",4125,1.42303161701382,1,0
"P_077",1,2004,NA,134,0,"Rheintal",420,"wechselnd",1,"kaum schwankend",40,-1.08357398598975,0,0
"P_078",1,2004,NA,134,0,"Rheintal",400,"wechselnd",1,"kaum schwankend",50,-0.962943172630398,0,0
"P_079",1,2004,NA,134,0,"Rheintal",360,"wechselnd",0,"kaum schwankend",60,-0.86437655714206,0,0
"P_080",1,2004,NA,134,0,"Rheintal",395,"wechselnd",1,"stark schwankend",5333.33333333333,1.56194752997922,1,0
"P_081",1,2004,NA,134,0,"Rheintal",335,"wechselnd",1,"unbekannt",400,0.161354694184988,0,0
"P_082",1,2004,NA,134,0,"Rheintal",395,"sonnig",0,NA,225,-0.149744821475101,0,0
"P_083",1,2004,NA,134,0,"Rheintal",540,"schattig",0,"stark schwankend",20,-1.45823635100975,1,0
"P_084",1,2004,NA,134,0,"Rheintal",360,"sonnig",0,"unbekannt",4,-2.32740936454457,0,0
"P_085",1,2004,NA,134,0,"Rheintal",568,"wechselnd",0,"kaum schwankend",750,0.501248708461525,0,0
"P_086",1,2004,1,16,1,"Rheintal",380,"wechselnd",0,"stark schwankend",2883.33333333333,1.22939062480958,1,0
"P_087",1,2004,NA,134,0,"Rheintal",320,"schattig",1,"kaum schwankend",1000,0.656801920720396,0,0
"P_088",1,2004,NA,134,0,"Rheintal",350,"wechselnd",1,"kaum schwankend",355,0.0968234096013978,0,0
"P_089",1,2004,NA,134,0,"Rheintal",420,"sonnig",1,"stark schwankend",5700,1.59789969698696,1,0
"P_090",1,2004,1,16,1,"Rheintal",378,"wechselnd",0,"stark schwankend",162,-0.327363697920252,1,0
"P_091",1,2004,NA,134,0,"Rheintal",320,"wechselnd",1,"kaum schwankend",7550,1.74988536729937,0,0
"P_092",1,2004,0,45,1,"Rheintal",320,"wechselnd",0,"stark schwankend",140,-0.406278431847511,1,0
"P_093",1,2004,0,45,1,"Rheintal",320,"wechselnd",0,"kaum schwankend",235.5,-0.125083446331273,0,0
"P_094",1,2004,NA,134,0,"Rheintal",321,"sonnig",0,"stark schwankend",5000,1.52705042613804,1,0
"P_095",1,2004,NA,134,0,"Rheintal",360,"wechselnd",1,"kaum schwankend",40,-1.08357398598975,0,0
"P_096",1,2004,0,16,1,"Rheintal",530,"wechselnd",0,"stark schwankend",58.3333333333333,-0.879606496666851,1,0
"P_097",1,2004,NA,134,0,"Rheintal",500,"wechselnd",0,"stark schwankend",1,-3.07297413392963,1,0
"P_098",1,2004,NA,134,0,"Rheintal",470,"wechselnd",1,"kaum schwankend",400,0.161354694184988,0,0
"P_099",1,2004,NA,134,0,"Rheintal",470,"schattig",0,"kaum schwankend",5,-2.20702127364849,0,0
"P_100",1,2004,0,45,1,"Rheintal",325,"sonnig",1,"kaum schwankend",14000,2.08378398322697,0,0
"P_101",1,2004,0,16,1,"Rheintal",360,"wechselnd",0,"kaum schwankend",60,-0.86437655714206,0,0
"P_102",1,2004,0,45,1,"Rheintal",320,"wechselnd",1,"stark schwankend",1500,0.876042597676486,1,0
"P_103",1,2004,NA,134,0,"Rheintal",385,"schattig",0,"unbekannt",1000,0.656801920720396,0,0
"P_104",1,2004,NA,134,0,"Rheintal",305,"sonnig",0,"kaum schwankend",142.75,-0.395760889546868,0,1
"P_105",1,2004,0,55,1,"Rheintal",310,"wechselnd",0,"stark schwankend",90,-0.645164113550296,1,1
"P_106",1,2004,NA,134,0,"Rheintal",350,"wechselnd",0,"kaum schwankend",131.2,-0.441379040159761,0,1
"P_107",1,2004,NA,134,0,"Rheintal",310,"sonnig",0,"kaum schwankend",160,-0.334080366929626,0,1
"P_108",1,2004,NA,134,0,"Rheintal",324,"sonnig",0,"stark schwankend",800,0.536145429299463,1,1
"P_109",1,2004,NA,134,0,"Rheintal",312,"wechselnd",0,"kaum schwankend",750,0.501248708461525,0,1
"P_110",1,2004,0,47,1,"Rheintal",350,"wechselnd",1,"kaum schwankend",520,0.303216782557818,0,1
"P_111",1,2004,0,82,1,"Rheintal",295,"wechselnd",1,"stark schwankend",342.5,0.077441299382601,1,1
"P_112",1,2004,0,82,1,"Rheintal",300,"sonnig",0,"stark schwankend",375,0.126458423928328,1,1
"P_113",1,2004,0,82,1,"Rheintal",310,"schattig",0,"stark schwankend",47,-0.996393445877596,1,1
"P_114",1,2004,0,10,1,"Rheintal",308,"sonnig",0,"kaum schwankend",250,-0.0927768460681951,0,1
"P_115",1,2004,1,85,1,"Rheintal",290,"wechselnd",0,"stark schwankend",89.8,-0.646366913481005,1,1
"P_116",1,2004,NA,134,0,"Rheintal",300,"wechselnd",0,"stark schwankend",70,-0.781037307205031,1,1
"P_117",1,2004,1,24,1,"Rheintal",320,"sonnig",0,"stark schwankend",76,-0.736575744736259,1,1
"P_118",1,2004,NA,134,0,"Rheintal",350,"sonnig",0,"stark schwankend",200,-0.213429282328588,1,1
"P_119",1,2004,0,16,1,"Rheintal",350,"sonnig",0,"stark schwankend",100,-0.58819974240065,1,1
